tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.50996,0.10642,0.59982,0.043588,-0.067064,-0.0029145,-0.21413,-0.17898
4.3861,0.69364,0.50153,-0.060617,-0.028145,-0.010256,-0.21319,-0.18324
4.2796,0.33882,0.54948,-0.043841,-0.08436,-0.042369,-0.26048,-0.16703
-0.74158,-1.1815,-0.033936,-0.19663,-0.10773,0.014888,-0.044047,-0.034802
-0.90159,0.11528,0.016397,0.073403,-0.12056,-0.040226,-0.8593,0.13454
-0.76917,-0.42169,-1.0764,0.055046,-0.10648,-0.016257,-0.57496,0.10784
-0.67413,-0.030712,-0.59481,-0.19074,-0.35423,-0.10037,-0.50055,0.12629
-0.71123,-0.077124,-0.76729,0.22619,-0.18493,-0.016122,0.20834,0.34188
-0.51222,1.165,-0.093339,0.35324,-0.18696,-0.038808,-0.25332,0.050819
-0.48731,-0.13687,-0.26662,-0.091698,-0.20113,0.0064357,0.089001,0.17448
4.3863,-0.54496,-0.16191,0.23546,-0.0071819,-0.004243,0.12843,0.22235
-0.75077,-0.16281,0.583,-0.07442,0.018707,-0.016224,-0.1925,0.040792
-0.73809,0.33609,0.13521,-0.013846,-0.19145,-0.045905,-0.43801,-0.06649
-0.81273,0.34465,0.39347,0.12216,-0.35729,-0.10061,-0.56796,-0.19952
-0.6903,-0.084561,0.37023,0.072626,0.21338,0.0054988,-0.55548,-0.3049
-0.71121,0.60252,0.32839,0.058772,-0.33603,-0.027173,-0.67681,-0.32805
-0.71809,1.0402,0.043153,-0.16153,-0.6168,-0.11206,-0.32366,-0.11818
-0.5574,0.18521,-0.22744,0.45946,-0.061168,-0.037049,-0.17674,-0.15007
-0.65013,-0.076058,0.062733,-0.026402,-0.26456,-0.01299,-0.18594,0.035462
4.37,0.028505,0.26685,0.048379,-0.27384,-0.071992,-0.55929,0.077299
-0.74788,-0.34041,-0.25364,-0.046166,-0.064001,-0.021872,0.30239,0.15056
-0.91468,-1.4125,-0.99147,-0.35082,-0.34684,-0.04235,-0.53641,0.6655
-0.76356,-1.0129,-0.55853,-0.12138,-0.37936,-0.037473,-0.68112,0.58645
-0.71196,-1.3115,-0.70802,0.060589,-0.12932,-0.0085491,-0.15134,0.28741
-0.71911,-0.15501,-0.31267,0.34446,0.15124,0.031464,-1.0012,0.17665
-0.31808,-0.15563,0.38136,-0.28279,-0.3544,-0.088524,-0.45379,0.091293
-0.58876,-0.085383,0.98863,-0.25113,0.043131,0.028589,-0.18926,-0.055854
4.3938,0.7859,0.080354,0.23444,0.045353,-0.021012,-0.10904,-0.12602
4.2931,-0.070824,1.0575,0.08305,-0.39049,-0.080662,-0.11749,-0.23999
-0.83213,-0.014927,0.5495,-0.20143,0.0734,0.037849,-0.20928,-0.26862
-0.786,0.51657,0.21382,0.010105,-0.3181,-0.054691,-0.75354,-0.28823
-0.66961,0.0068755,-0.1463,0.14581,-0.078612,-0.01693,-0.50617,-0.23384
-0.71614,-0.055514,0.18876,0.023279,-0.052839,-0.047484,-0.94289,-0.096133
-0.71236,1.0522,-0.12485,0.39012,0.085564,0.040891,-0.36842,-0.02161
-0.55565,0.7905,0.10741,0.20623,0.047986,-0.024002,-0.40221,-0.032319
-0.76303,0.070145,-0.072544,0.077359,0.15236,0.012109,0.2519,0.21323
4.3877,-1.1783,-0.059458,-0.31446,0.3528,0.083677,0.44603,0.3059
-0.75174,1.1087,0.49106,0.12373,0.10809,-0.0058088,-0.18231,0.0644
-0.88827,-0.37848,-0.73744,-0.40323,0.29748,0.025156,0.22001,0.20651
-0.73751,-0.12741,-0.69311,-0.11761,0.3459,0.057224,-0.080485,0.30138
-0.71767,-0.33474,-0.41787,0.18151,0.55557,0.077355,-0.036354,0.02597
-0.72344,0.47274,0.25446,0.2017,0.070921,0.042239,0.6651,-0.091509
-0.45952,1.1084,0.49758,-0.018933,-0.1211,0.021543,-0.63865,-0.13812
-0.6317,-0.28272,1.3418,-0.098731,0.37053,0.087553,0.42544,-0.24484
-0.70003,-0.080618,0.22996,-0.34201,0.21013,0.055504,0.92364,-0.26879
4.3642,0.039146,0.31677,0.41873,0.4732,0.075899,-0.10319,-0.23508
-0.84465,0.54321,0.52524,-0.029601,0.56903,0.088868,0.50703,-0.11957
-0.76699,-1.0603,-0.27016,0.19855,-0.006302,-0.025061,-0.31476,0.082556
-0.71362,-0.41769,-0.11243,-0.241,0.34728,0.020503,-0.070229,0.32518
-0.71982,-1.2869,-0.30998,0.25602,0.52592,0.099483,0.053598,0.19874
-0.20959,-0.088099,-0.43641,0.10893,-0.058188,-0.021378,0.038615,0.25341
-0.64527,0.31092,-0.28534,-0.16401,-0.16534,-0.012092,-0.17247,0.2858
-0.77967,-0.054673,-0.2442,0.11893,0.40584,0.062614,0.42821,0.07136
4.3828,0.31083,-0.13184,0.04949,0.42062,0.089356,-0.27508,0.067807
4.3693,0.55494,0.38287,0.072183,0.13967,0.057776,0.098275,0.071725
-0.90041,-0.011748,0.12079,0.0087886,0.43009,0.055068,0.35415,-0.026867
-0.70412,-0.15534,0.1198,0.14048,-0.076788,-0.018971,-0.14544,-0.16031
-0.72071,0.27102,-0.033486,0.13791,0.31212,0.024687,-0.15615,-0.21147
-0.72059,0.47456,0.22644,-0.35311,0.15115,0.018385,0.012953,-0.11249
-0.48298,1.1605,0.055005,-0.10433,0.24643,0.036354,0.67251,-0.30753
-0.7109,0.2777,0.2703,0.21129,0.31857,0.07036,-0.59715,-0.19541
-0.70264,0.18427,0.33633,-0.37873,0.5141,0.11658,0.45172,-0.08557
4.3768,0.051849,-0.050015,-0.49272,0.35374,0.10228,0.61467,-0.06958
-0.93425,0.21871,-0.21667,0.0064635,0.25868,0.044017,0.49595,0.10298
-0.79314,-0.85263,-0.4002,-0.28122,0.17807,0.024347,0.27404,0.19363
-0.72153,-0.30331,-0.42571,-0.43117,0.20569,0.018077,-0.19721,0.48705
-0.72914,-0.92343,-0.74303,-0.084742,0.34971,0.058007,-0.035031,0.25616
-0.29565,-0.79684,0.2431,0.29514,-0.029146,-0.025947,-0.19733,0.39099
-0.63071,0.35013,-0.14952,0.13311,0.20406,0.045724,-0.036296,0.098351
-0.70945,-0.85247,-0.12937,0.12488,0.30732,0.054464,0.11625,0.025581
-0.70636,-0.37897,0.6873,0.26117,0.080503,0.043298,0.75111,-0.039061
4.3646,0.38669,0.49034,0.15176,0.15931,-0.012952,-0.21168,-0.15759
-0.81304,0.23193,0.57175,-0.022774,0.40153,0.058026,0.30343,-0.2452
-0.71394,-0.74903,0.30376,-0.33409,-0.11361,-0.02105,-0.25082,-0.36524
-0.72699,0.089584,0.06962,-0.29384,0.24045,0.046186,-0.16102,-0.25309
-0.30852,-0.97854,0.12547,-0.22661,0.41969,0.068506,-0.2237,-0.15608
-0.4854,1.1253,0.013249,-0.27151,-0.30544,-0.024477,-0.40717,-0.10594
-0.64858,-0.9272,-0.17264,0.06874,-0.15099,-0.013792,-0.22491,0.10609
-0.70747,0.72649,0.24716,-0.03964,0.28277,0.052764,0.45283,0.027138
4.3887,0.72155,-0.3086,0.118,-0.052395,-0.046842,0.031448,-0.019688
4.3648,0.26992,0.22838,0.14778,0.12126,0.020285,0.031179,0.25521
-0.69819,-1.1742,-0.24031,-0.29911,0.19759,0.032228,0.19261,0.35
-0.72698,-0.56206,-0.723,-0.15428,-0.045344,0.0066668,0.040683,0.30544
-0.72847,0.86835,-0.24645,0.16998,0.17719,-0.0034536,-0.2649,0.011586
-0.46171,0.055451,-0.039666,0.040306,0.10399,-0.020627,-0.23587,-0.0024079
-0.66604,1.0207,-0.1013,-0.63473,0.042508,-0.0022664,0.034024,-0.14785
-0.71054,0.91265,0.24528,-0.054888,0.29446,0.057166,-0.053166,-0.13481
-0.70419,0.33155,0.51676,0.0036117,0.3384,0.062749,0.32521,-0.1957
4.3699,0.29159,0.41483,-0.0014623,0.060343,0.014637,0.33946,-0.27392
-0.7678,0.15632,-0.057833,0.10845,0.27869,0.068403,0.14706,-0.24447
-0.72534,-0.49819,-0.10163,0.096416,0.054833,0.0094263,0.15436,-0.12933
-0.73269,0.11694,-0.41948,-0.23851,-0.026937,-0.0027669,-0.31999,-0.029764
-0.60278,-0.86142,-0.60903,0.37536,0.17311,0.0056015,-0.29548,0.18524
-0.66506,-0.60813,-0.97712,0.46934,-0.19863,-0.0070987,-0.10148,0.34136
-0.72404,-0.057332,-0.57274,0.31998,0.36104,0.052314,0.027172,0.19909
-0.71745,-0.36493,-0.63602,0.46961,0.2737,0.0010707,-0.36342,0.27475
-0.92771,-0.45455,0.50631,-0.28686,0.16415,0.0085664,0.37657,0.35105
4.3757,-0.14484,0.14005,-0.060765,0.38605,0.088438,0.69573,0.19675
-0.73614,-0.06753,0.12153,-0.080258,0.18808,0.024732,0.26944,0.081753
-0.73355,-1.2989,-0.26821,-0.1946,-0.051984,-0.04131,0.099385,0.0051612
-0.73111,0.6022,0.69513,-0.070174,0.34109,0.054227,-0.34417,-0.13296
-0.49916,-0.41422,0.17699,-0.31662,0.14297,-0.00043739,-0.15045,-0.24306
-0.69367,0.77001,0.073314,-0.23389,-0.26162,-0.042344,0.16651,-0.2866
-0.71756,-0.31349,0.49814,-0.095686,0.22646,0.049439,-0.0025618,-0.24824
-0.71215,0.7509,0.5652,0.0045688,0.039663,-0.021692,0.69702,-0.091801
4.3879,0.71953,0.71566,-0.14704,-0.4228,-0.093446,0.37644,-0.11925
4.321,0.86516,0.17404,0.2071,0.36567,0.080558,-0.074384,0.010978
-0.73431,-1.5036,-0.35258,-0.10307,0.20733,0.0094263,0.34413,0.21997
-0.73504,0.72774,-1.1163,0.067038,-0.2724,-0.068322,-0.40738,0.14678
-0.56664,-0.27685,-0.8492,0.12926,0.2271,0.025239,-0.55182,0.22294
-0.59923,0.094934,-0.57385,0.34843,0.2949,0.05053,-0.084762,0.16577
-0.73974,0.029988,-0.20009,-0.53731,-0.095785,0.012815,-0.47384,0.3345
-0.722,1.1648,0.78357,-0.22446,-0.077501,-0.032121,0.89316,0.020981
-0.80617,0.3403,0.14494,-0.065704,0.10057,-0.0081641,0.84179,-0.020564
4.3788,-0.24234,-0.19443,0.21938,-0.033475,0.0054475,-0.18372,-0.061354
-0.73232,-0.18412,0.4127,-0.10331,0.16784,0.039884,0.55971,-0.2093
-0.74123,-0.43026,0.73848,-0.10465,0.14967,0.056916,0.31316,-0.2131
-0.5876,0.87916,-0.21793,0.16458,-0.10573,-0.023033,-0.20982,-0.26552
-0.62515,-0.54112,0.051523,0.41254,0.13268,0.01653,-0.37515,-0.27721
-0.75862,-0.6384,0.72116,0.053813,-0.25059,-0.072012,0.14862,-0.14045
-0.72765,0.22962,0.67302,-0.52481,0.22445,0.040205,0.77162,-0.051205
-0.89213,-0.23878,-0.095735,0.30973,0.074248,-0.0069319,-0.10373,0.054202
-0.87004,-0.22281,-0.38069,-0.17193,0.16663,0.071451,0.30867,0.29936
4.3741,0.083233,-0.17311,0.27977,0.47834,0.096999,0.63507,0.25837
-0.74006,-1.6663,-0.28125,-0.63025,0.44526,0.092161,1.0643,0.32895
-0.73718,-0.22986,0.093273,-0.23116,-0.1651,0.002874,0.49614,0.32282
-0.576,-0.29579,-0.3537,0.24676,0.48264,0.086558,0.14026,0.41827
-0.80091,-1.0477,0.12972,-0.40619,0.2908,0.02246,0.36964,0.14827
-0.73269,0.23012,0.12352,-0.081254,-0.061316,-0.035182,0.47045,-0.033852
-0.72745,0.69696,-0.080465,0.69305,0.66833,0.12788,0.33487,-0.083453
-0.96765,0.74717,0.33819,-0.41812,0.24219,0.038889,0.80148,-0.14033
4.3838,0.47731,0.78849,-0.017025,0.29321,0.082996,0.47975,-0.18523
4.3641,1.1408,0.7689,-0.089373,0.55947,0.085634,0.55716,-0.24476
-0.74859,-0.65288,0.19938,-0.23084,0.054351,0.011955,0.59985,-0.16206
-0.57586,0.62291,-0.035792,-0.092789,-0.003444,0.0067566,0.0055234,-0.1057
-0.65629,-0.10004,-0.24683,0.10029,0.43663,0.028794,0.15769,-0.052787
-0.73218,-0.4842,-0.67819,-0.45019,0.12263,0.028467,0.032656,0.043055
-0.73513,0.34465,-0.6633,0.16038,0.15615,0.0016996,0.23158,0.20483
-0.84944,0.7005,-0.69299,-0.095699,0.4739,0.10016,0.24044,0.061941
-0.7306,-0.20203,-0.20205,-0.042318,0.36194,0.040205,1.361,0.19836
4.3858,-0.16475,-0.29839,0.45336,0.1112,0.0037982,0.40575,0.28665
-0.74485,-0.98965,0.022801,-0.012015,0.70292,0.11422,1.1114,0.1387
-0.55749,-0.15839,-0.025944,0.33551,0.21499,0.0016419,0.85118,0.035316
-0.64599,0.8429,0.096446,-0.23325,0.32384,0.080699,0.36929,-0.070773
-0.83088,-1.4089,-0.13087,-0.1889,0.46041,0.046962,0.60267,-0.22556
-0.73004,0.88895,0.0021931,0.31919,0.19397,0.01121,0.98122,-0.32635
-0.84255,0.46273,0.28617,0.064668,0.30931,0.064841,0.49194,-0.18046
-0.83852,0.56556,0.36136,0.3163,0.037929,0.012731,0.82547,-0.2518
-0.68515,-0.39549,0.54386,-0.035722,0.4942,0.085005,0.76417,-0.12609
4.3626,0.42809,0.044579,0.20711,0.53305,0.092398,0.48515,-0.038063
-0.74171,-0.19376,-0.31826,0.36517,0.36938,0.08822,0.85371,-0.020296
-0.66869,-0.77087,-0.7378,-0.49537,0.29411,0.028929,0.021302,0.49564
-0.73454,-0.86128,-0.23634,-0.12114,0.54846,0.054124,0.38331,0.58109
-0.73563,-1.1315,-1.0017,0.28997,0.40165,0.058982,0.50689,0.33117
-0.73191,0.59096,-0.93891,0.36939,0.17085,0.045563,0.61048,0.16547
-0.9307,-0.28454,-0.52101,-0.19688,0.52461,0.063192,0.046707,0.20101
-0.72437,-0.099177,0.0652,-0.43133,0.23702,0.01379,0.78019,0.017695
4.3864,0.44768,0.24051,0.087912,0.32407,0.029712,0.76509,-0.034826
4.3219,0.35361,0.43217,0.18934,0.81519,0.15866,1.1263,-0.10256
-0.50648,-0.92135,0.63702,-0.32828,0.1906,0.04358,0.94246,-0.21001
-0.65974,0.65167,-0.25607,-0.10131,0.29545,0.067999,0.12833,-0.31272
-0.73942,-0.51452,0.35691,0.21056,0.61638,0.065932,0.5024,-0.27954
-0.72635,0.919,0.1407,0.0049862,0.31553,0.051718,0.30532,-0.19745
-0.9447,0.084466,0.19802,0.027319,0.031699,-0.0251,0.010089,-0.13018
-0.77134,0.91075,0.35544,-0.17355,0.41118,0.047617,0.89944,-0.089051
-0.70796,0.37836,0.49977,-0.29184,0.44641,0.10146,1.1002,0.01862
4.3837,-0.98887,-0.46135,0.050158,0.35481,0.073877,1.1343,0.33457
-0.56908,-0.68291,0.053784,-0.11892,0.57755,0.12105,1.014,0.21564
-0.59922,0.2004,0.040904,-0.33633,0.28323,0.06058,0.6482,0.25533
-0.73433,-0.39883,-0.74528,-0.31184,0.42956,0.098662,0.30982,0.34317
-0.73059,-1.5244,-0.37623,0.21567,0.42253,0.086744,0.049443,0.30259
-0.72732,0.51665,-0.12921,-0.28209,0.24788,0.073094,1.2778,0.015651
-0.83052,0.73851,0.033208,0.030607,0.15943,0.042271,0.17577,-0.061841
-0.70446,-0.059689,1.1029,0.020498,0.16817,0.055722,1.2781,-0.1726
-0.70751,-0.16757,0.89267,-0.22197,0.40818,0.087335,1.0869,-0.26146
4.3572,1.5473,0.46929,0.3051,0.27465,0.055568,1.0297,-0.15717
